,Address,Case,DateTime,File,Incident,NumInc,Shift
13690,100 Block of Old Ivey Circle,B10-001024,2010-05-02 09:16:00,638,BURGLARY-2ND,2,I
13691,100 Block of Old Ivey Circle,B10-001024,2010-05-02 09:16:00,638,THEFT 1ST DEGREE,2,I
13692,300 Block of Waters Edge Ln,B10-001025,2010-05-02 10:32:00,638,THEFT 3RD DEGREE,1,I
13693,100 Block of Jet Plex Cir,B10-001026,2010-05-02 11:35:00,638,CRIMINAL MISCHIEF-1ST,1,I
13694,area of,B10-001027,2010-05-02 12:30:00,638,CRIMINAL MISCHIEF-2ND,1,I
13695,"Windmill Beverages, 3764 Wall Triana Hwy",B10-001028,2010-05-02 16:22:00,638,THEFT 3RD DEGREE,1,II
13696,100 Block of Royal Dr,B10-001029,2010-05-02 22:00:00,638,BURGLARY-3RD,2,III
13697,100 Block of Royal Dr,B10-001029,2010-05-02 22:00:00,638,THEFT 3RD DEGREE,2,III
13698,200 Block of Waterhill Road,B10-001030,2010-05-02 21:00:00,638,THEFT 1ST DEGREE,1,II
13699,area of Wall Triana Blvd / Horseshoe Bend,B10-001031,2010-05-02 22:42:00,638,OTHER,1,III
13700,100 Block of Village Ln,B10-001032,2010-05-03 01:00:00,638,BURGLARY-3RD,2,III
13701,100 Block of Village Ln,B10-001032,2010-05-03 01:00:00,638,THEFT 1ST DEGREE,2,III
13702,"Walmart Pharmacy, 8650 Madison Blvd",B10-001033,2010-05-03 03:25:00,638,THEFT 2ND DEGREE,1,III
13703,"Arlington Park Apartments, 135 Royal Dr",B10-001034,2010-05-03 08:20:00,638,THEFT 3RD DEGREE,2,I
13704,"Arlington Park Apartments, 135 Royal Dr",B10-001034,2010-05-03 08:20:00,638,BURGLARY-3RD,2,I
13705,"City Of Madison @ Dublin Park, 8324 Old Madison Pike",B10-001035,2010-05-03 08:46:00,638,CRIMINAL MISCHIEF-3RD,1,I
13706,"Hardees, 5870 Wall Triana Hwy",B10-001036,2010-05-03 10:35:00,638,THEFT 3RD DEGREE,1,I
13707,100 Block of Lake Shore Dr,B10-001038,2010-05-03 10:43:00,638,IDENTITY THEFT 1ST DEGREE,1,I
13708,"Emerald Forrest Home, 1500 Liberty Dr",B10-001039,2010-05-03 11:10:00,638,CRIMINAL MISCHIEF-3RD,1,I
13709,"State Of Alabama, 5870 Wall Triana Hwy",B10-001040,2010-05-03 10:35:00,638,CIRCULATING EMITTED MONEY,1,I
13710,200 Block of Waters Edge Ln,B10-001041,2010-05-03 11:45:00,638,UNAUTHORIZED USE OF AUTO,1,I
13711,100 Block of Brazelton Circle,B10-001042,2010-05-03 13:45:00,638,THEFT 3RD DEGREE,1,I
13712,100 Block of Shelton Rd,B10-001043,2010-05-03 13:20:00,638,BURGLARY-3RD,2,I
13713,100 Block of Shelton Rd,B10-001043,2010-05-03 13:20:00,638,THEFT 3RD DEGREE,2,I
13714,100 Block of Thomas Dr,B10-001044,2010-05-03 14:34:00,638,CRIMINAL MISCHIEF-2ND,1,II
13715,100 Block of Camden Cir,B10-001045,2010-05-03 14:15:00,638,HARASSING COMMUNICATIONS,1,II
13716,600 Block of Hughes Rd,B10-001046,2010-05-03 14:00:00,638,THEFT 3RD DEGREE,1,II
13717,100 Block of Royal Dr,B10-001047,2010-05-03 15:00:00,638,THEFT 2ND DEGREE,2,II
13718,100 Block of Royal Dr,B10-001047,2010-05-03 15:00:00,638,BURGLARY-3RD,2,II
13719,900 Block of Hughes Road,B10-001048,2010-05-03 15:53:00,638,THEFT 2ND DEGREE,1,II
13720,800 Block of Palmer Road,B10-001049,2010-05-03 18:15:00,638,BREAKING AND ENTERING A VEHICLE,2,II
13721,800 Block of Palmer Road,B10-001049,2010-05-03 18:15:00,638,THEFT 2ND DEGREE,2,II
13722,100 Block of Roy Dr,B10-001050,2010-05-03 18:30:00,638,BURGLARY-3RD,2,II
13723,100 Block of Roy Dr,B10-001050,2010-05-03 18:30:00,638,THEFT 3RD DEGREE,2,II
13724,100 Block of Michael Ave,B10-001051,2010-05-03 19:24:00,638,POSSIBLE CHILD ABUSE,1,II
13725,7000 Block of Old Madison Pike,B10-001052,2010-05-03 20:25:00,638,HARASSING COMMUNICATIONS,1,II
13726,8000 Block of Madison Blvd,B10-001053,2010-05-03 23:55:00,638,THEFT 3RD DEGREE,1,III
13727,200 Block of Dock Murphy Rd,B10-001056,2010-05-04 09:00:00,638,HARASSMENT,1,I
13728,100 Block of Garden Brook Dr,B10-001058,2010-05-04 14:40:00,638,CRIMINAL MISCHIEF-2ND,1,II
13729,100 Block of Arlington Dr,B10-001059,2010-05-04 16:45:00,638,DOMESTIC VIOLENCE 3RD,1,II
13730,100 Block of Preston Cir,B10-001060,2010-05-04 17:20:00,638,HARASSING COMMUNICATIONS,1,II
13731,"City Of Madison, 4005 Lawsons Ridge Nw",B10-001061,2010-05-04 17:15:00,638,CRIMINAL TAMPERING 2ND,1,II
13732,200 Block of Waters Edge Ln,B10-001067,2010-05-05 01:30:00,638,AUTO THEFT-1ST DEGREE,1,III
13733,200 Block of Waters Edge Ln,B10-001069,2010-05-05 02:15:00,638,DUTY TO STOP AND REMAIN AT SCENE,1,III
13734,"Alexanders Martial Arts And Kardio Kickb, 51 Nance Rd",B10-001071,2010-05-05 02:44:00,638,BURGLARY-3RD,2,III
13735,"Alexanders Martial Arts And Kardio Kickb, 51 Nance Rd",B10-001071,2010-05-05 02:44:00,638,THEFT 3RD DEGREE,2,III
13736,500 Block of Nance Rd,B10-001072,2010-05-05 02:44:00,638,BURGLARY-3RD,2,III
13737,500 Block of Nance Rd,B10-001072,2010-05-05 02:44:00,638,THEFT 3RD DEGREE,2,III
13738,"Mathnasium, 51 Nance Rd",B10-001073,2010-05-05 02:44:00,638,BURGLARY-3RD,1,III
13739,100 Block of Rainbow Glen Circle,B10-001075,2010-05-05 05:36:00,638,CRIMINAL MISCHIEF-3RD,1,III
13740,"State Of Alabama, 100 Hughes Rd",B10-001076,2010-05-05 09:00:00,638,POSS. FORGED INSTRUMENT 2ND,1,I
13741,100 Block of Rolling Lea Pl,B10-001077,2010-05-05 09:30:00,638,AUTO THEFT-1ST DEGREE,1,I
13742,600 Block of Hughes,B10-001079,2010-05-05 14:41:00,638,RECEIVING STOLEN PROPERTY-3RD,1,II
13743,7000 Block of Highway 72 W,B10-001080,2010-05-05 11:30:00,638,DOMESTIC VIOLENCE 3RD,1,I
13744,800 Block of Trotman Av,B10-001081,2010-05-05 11:24:00,638,DOMESTIC VIOLENCE 3RD,1,I
13745,7000 Block of Old Madison Pike,B10-001082,2010-05-05 11:40:00,638,CRIMINAL MISCHIEF-3RD,1,I
13746,400 Block of Lanier Rd,B10-001083,2010-05-05 12:00:00,638,HARASSING COMMUNICATIONS,1,I
13747,800 Block of Seina Vista Dr,B10-001084,2010-05-05 13:00:00,638,DOMESTIC VIOLENCE 3RD,1,I
13748,8000 Block of Old Madison Pike,B10-001085,2010-05-05 14:20:00,638,THEFT 3RD DEGREE,1,II
13749,100 Block of Gann Ave,B10-001087,2010-05-05 15:50:00,638,POSSESSION OF PORNOGRAPHY,1,II
13750,800 Block of Trotman Ave,B10-001089,2010-05-05 20:45:00,638,VIOLATION OF PROTECTION OR RESTRAINING ORDER,1,II
13751,9000 Block of Madison Blvd Madison,B10-001090,2010-05-06 03:25:00,638,DUTY UPON STRIKING UNATTENDED VEHICLE,1,III
13752,100 Block of Leathertree Ln,B10-001091,2010-05-06 07:00:00,638,BREAKING AND ENTERING A VEHICLE,2,I
13753,100 Block of Leathertree Ln,B10-001091,2010-05-06 07:00:00,638,THEFT 3RD DEGREE,2,I
13754,200 Block of Watterson Way,B10-001094,2010-05-06 12:00:00,638,THEFT 3RD DEGREE,1,I
13755,"Walmart Super Center #2690, 8650 Madison Blvd",B10-001096,2010-05-06 12:55:00,638,THEFT 3RD DEGREE,1,I
13756,100 Block of Royal Dr,B10-001097,2010-05-06 15:45:00,638,HARASSING COMMUNICATIONS,1,II
13757,100 Block of Shelton Rd,B10-001100,2010-05-06 17:00:00,638,UNAUTHORIZED USE OF AUTO,1,II
13758,area of Wall Triana Hwy At Michael Ave,B10-001102,2010-05-06 20:05:00,638,THEFT OF LOST PROPERTY-3RD,1,II
13759,7000 Block of Old Madison Pike,B10-001103,2010-05-06 20:30:00,638,HARASSING COMMUNICATIONS,1,II
13760,9000 Block of Madison Blvd,B10-001105,2010-05-06 22:36:00,638,DUTY UPON STRIKING UNATTENDED VEHICLE,1,III
13761,100 Block of Arabian Dr,B10-001106,2010-05-07 01:00:00,638,STALKING,3,III
13762,100 Block of Arabian Dr,B10-001106,2010-05-07 01:00:00,638,AGGRAVATED ASSAULT 1ST NON FAMILY OTHER WEAPON,3,III
13763,100 Block of Arabian Dr,B10-001106,2010-05-07 01:00:00,638,CRIMINAL MISCHIEF-3RD,3,III
13764,600 Block of Hughes Rd,B10-001108,2010-05-07 18:18:00,638,THEFT 3RD DEGREE,1,II
13765,100 Block of Abby Ln,B10-001110,2010-05-07 17:55:00,638,BURGLARY-3RD,1,II
13766,200 Block of Pointe Verde Cir,B10-001111,2010-05-07 19:10:00,638,HARASSING COMMUNICATIONS,1,II
13767,100 Block of Abby Ln,B10-001112,2010-05-07 17:55:00,638,DOMESTIC VIOLENCE 3RD,1,II
13768,100 Block of Michael Ave,B10-001114,2010-05-07 23:35:00,638,MENACING,2,III
13769,100 Block of Michael Ave,B10-001114,2010-05-07 23:35:00,638,HARASSMENT,2,III
13770,100 Block of Michael Ave,B10-001115,2010-05-07 23:35:00,638,MENACING,1,III
13771,"City Of Madison, 700 Crestview Dr",B10-001116,2010-05-08 03:25:00,638,DRIVING UNDER INFLUENCE-ALCOHOL,1,III
13772,8000 Block of Madison Blvd,B10-001117,2010-05-08 13:48:00,638,THEFT 2ND DEGREE,1,I
13773,10000 Block of County Line Rd,B10-001118,2010-05-08 17:00:00,638,PUBLIC LEWDNESS,1,II
13774,200 Block of Millstone Ln,B10-001119,2010-05-08 18:35:00,638,THEFT 3RD DEGREE,1,II
13775,8000 Block of Madison Blvd,B10-001120,2010-05-08 19:20:00,638,THEFT 2ND DEGREE,1,II
13776,"Home Tech Property Management, 104 Carmine Cir",B10-001121,2010-05-08 19:55:00,638,CRIMINAL MISCHIEF-3RD,1,II
13777,200 Block of High Rd,B10-001122,2010-05-08 21:55:00,638,BREAKING AND ENTERING A VEHICLE,2,II
13778,200 Block of High Rd,B10-001122,2010-05-08 21:55:00,638,THEFT 3RD DEGREE,2,II
13779,8000 Block of Highway 72 W,B11-001576,2011-06-26 12:30:00,1113,AGGRAVATED ASSAULT 2ND NON FAMILY OTHER WEAPON,1,I
13780,500 Block of Highland Dr,B11-001577,2011-06-26 02:55:00,1113,DOMESTIC VIOLENCE 3RD,1,III
13781,500 Block of Highland Dr,B11-001579,2011-06-26 02:55:00,1113,AGGRAVATED ASSAULT 2ND DOMESTIC VIOLENCE,1,III
13782,1000 Block of Colonial Lake Dr,B11-001580,2011-06-26 09:30:00,1113,AUTO THEFT-1ST DEGREE,1,I
13783,100 Block of Angela Dr,B11-001581,2011-06-26 10:38:00,1113,UNAUTHORIZED USE OF AUTO,1,I
13784,300 Block of Bradford Farms Dr,B11-001582,2011-06-26 17:34:00,1113,CRIMINAL MISCHIEF-3RD,1,II
13785,100 Block of Arlington Dr,B11-001586,2011-06-27 10:25:00,1113,AUTO THEFT-1ST DEGREE,1,I
13786,"Walmart Super Center #2690, 8650 Madison Blvd",B11-001587,2011-06-27 12:20:00,1113,THEFT 2ND DEGREE,1,I
13787,"Minitman, 8002 Highway 72 W",B11-001588,2011-06-27 13:15:00,1113,THEFT 3RD DEGREE,1,I
13788,100 Block of Westscott Dr,B11-001589,2011-06-27 13:35:00,1113,DOMESTIC VIOLENCE 3RD,1,I
13789,200 Block of Kyser Blvd,B11-001590,2011-06-27 14:15:00,1113,IDENTITY THEFT,1,II
13790,100 Block of Liberty Dr,B11-001591,2011-06-27 14:36:00,1113,BURGLARY-2ND,2,II
13791,100 Block of Liberty Dr,B11-001591,2011-06-27 14:36:00,1113,THEFT 2ND DEGREE,2,II
13792,"Firehouse Subs, 8572 Madison Blvd",B11-001592,2011-06-27 15:16:00,1113,THEFT 3RD DEGREE,1,II
13793,300 Block of Celtic Dr,B11-001593,2011-06-27 16:10:00,1113,THEFT 3RD DEGREE,1,II
13794,8000 Block of Old Madison Pike,B11-001594,2011-06-27 18:56:00,1113,BREAKING AND ENTERING A VEHICLE,1,II
13795,100 Block of Royal Dr,B11-001596,2011-06-27 22:37:00,1113,HARASSING COMMUNICATIONS,1,III
13796,100 Block of Dublin Cir,B11-001597,2011-06-28 08:00:00,1113,CRIMINAL MISCHIEF-3RD,1,I
13797,"Enterprise, 180 Dublin Cir",B11-001598,2011-06-28 08:00:00,1113,CRIMINAL MISCHIEF-3RD,1,I
13798,1 Block of Carriage Hill,B11-001600,2011-06-28 16:20:00,1113,CRIMINAL MISCHIEF-3RD,1,II
13799,300 Block of Metaire Ln,B11-001602,2011-06-28 20:36:00,1113,BREAKING AND ENTERING A VEHICLE,1,II
13800,"City Of Madison, 101 Ray Sanderson Rd",B11-001603,2011-06-28 19:34:00,1113,MINOR OBTAINING ALCOHOLIC BEVERAGE (UNDER 21),1,II
13801,8000 Block of Madison Blvd,B11-001604,2011-06-29 00:30:00,1113,BREAKING AND ENTERING A VEHICLE,1,III
13802,300 Block of Gillespie Rd,B11-001605,2011-06-29 03:00:00,1113,CRIMINAL MISCHIEF-3RD,1,III
13803,2000 Block of Flagstone Dr,B11-001606,2011-06-29 09:32:00,1113,CRIMINAL MISCHIEF-3RD,1,I
13804,100 Block of Spring Water Dr,B11-001607,2011-06-29 14:09:00,1113,AGGRAVATED ASSAULT 1ST DOMESTIC VIOLENCE,1,II
13805,100 Block of Continental Dr,B11-001608,2011-06-29 16:18:00,1113,RECKLESS ENDANGERMENT,1,II
13806,100 Block of Carnette Dr,B11-001609,2011-06-29 16:46:00,1113,HARASSMENT,1,II
13807,300 Block of Gillespie Rd,B11-001611,2011-06-29 17:06:00,1113,CRIMINAL TRESPASS,1,II
13808,100 Block of Lanthorn Cir,B11-001612,2011-06-29 17:52:00,1113,BREAKING AND ENTERING A VEHICLE,1,II
13809,100 Block of Lake Crest Cir,B11-001613,2011-06-29 18:14:00,1113,HARASSMENT,1,II
13810,100 Block of Lanthorn Cir,B11-001614,2011-06-29 18:35:00,1113,BURGLARY OF AUTO (NO THEFT),1,II
13811,100 Block of Royal Dr,B11-001616,2011-06-29 20:08:00,1113,CRIMINAL MISCHIEF-2ND,1,II
13812,500 Block of Highland Dr,B11-001617,2011-06-29 18:00:00,1113,BURGLARY-3RD,2,II
13813,500 Block of Highland Dr,B11-001617,2011-06-29 18:00:00,1113,THEFT 3RD DEGREE,2,II
13814,200 Block of Brockton Dr,B11-001619,2011-06-30 09:21:00,1113,DUTY TO STOP AND REMAIN AT SCENE,1,I
13815,200 Block of Pebble Brook Dr,B11-001620,2011-06-30 11:00:00,1113,UNAUTHORIZED USE OF AUTO,1,I
13816,"Acs, 10835 County Line Rd",B11-001622,2011-06-30 13:00:00,1113,BURGLARY-3RD,1,I
13817,"Acs, 8840 Madison Blvd",B11-001623,2011-06-30 13:00:00,1113,BREAKING AND ENTERING A VEHICLE,1,I
13818,100 Block of Coveshire Pl,B11-001624,2011-06-30 13:20:00,1113,BREAKING AND ENTERING A VEHICLE,1,I
13819,"Sea Wire And Cable, Inc., 451 Lanier Rd",B11-001625,2011-06-30 15:00:00,1113,OFFENSES AGAINST INTELLECTUAL PROPERTY,1,II
13820,100 Block of Stewart St,B11-001626,2011-06-28 17:17:00,1113,DISTRIBUTING PORNOGRAPHY TO MINORS,1,II
13821,"City Of Madison, 121 Woodland Tr",B11-001627,2011-06-30 15:45:00,1113,THEFT 3RD DEGREE,1,II
13822,8000 Block of Highway 72 W,B11-001628,2011-06-30 23:00:00,1113,HARASSMENT,1,III
13823,100 Block of Royal Dr,B11-001631,2011-06-30 23:30:00,1113,DOMESTIC VIOLENCE 3RD,1,III
13824,8000 Block of Madison Blvd,B11-001632,2011-06-30 23:40:00,1113,DOMESTIC VIOLENCE 3RD,1,III
13825,5000 Block of Wall Triana Hwy,B11-001633,2011-07-01 02:34:00,1113,RECEIVING STOLEN PROPERTY-1ST,1,III
13826,5000 Block of Wall Triana Hwy,B11-001634,2011-07-01 02:03:00,1113,RECKLESS ENDANGERMENT,4,III
13827,5000 Block of Wall Triana Hwy,B11-001634,2011-07-01 02:03:00,1113,RECKLESS ENDANGERMENT,4,III
13828,5000 Block of Wall Triana Hwy,B11-001634,2011-07-01 02:03:00,1113,ATTEMPTING TO FLEE OR ELUDE POLICE OFFICER,4,III
13829,5000 Block of Wall Triana Hwy,B11-001634,2011-07-01 02:03:00,1113,ATTEMPTING TO FLEE OR ELUDE POLICE OFFICER,4,III
13830,"State Of Alabama, Marion Dr / Old Madison Pike",B11-001635,2011-07-01 06:30:00,1113,OBSTRUCTING JUSTICE-FALSE IDENTITY,1,I
13831,200 Block of Shamrock Dr,B11-001636,2011-07-01 09:04:00,1113,ATTEMPTED BURGLARY-3RD-FORCE-RESIDENCE,1,I
13832,3000 Block of Flag Cir,B11-001638,2011-07-01 15:07:00,1113,IDENTITY THEFT,1,II
13833,100 Block of Victoria Dr,B11-001639,2011-07-01 19:28:00,1113,BURGLARY-3RD,2,II
13834,100 Block of Victoria Dr,B11-001639,2011-07-01 19:28:00,1113,THEFT 3RD DEGREE,2,II
13835,"Big A, 9116 Madison Blvd",B11-001640,2011-07-01 19:57:00,1113,GAS DRIVEOFF,1,II
13836,"State Of Alabama, 8995 Madison Blvd",B11-001643,2011-07-02 01:41:00,1113,OBSTRUCTING JUSTICE-FALSE IDENTITY,1,III
13837,2000 Block of Flagstone Dr,B11-001645,2011-07-02 09:10:00,1113,THEFT 3RD DEGREE,1,I
13838,400 Block of Lauren Dr,B11-001646,2011-07-02 10:38:00,1113,IDENTITY THEFT,1,I
13839,100 Block of Horseshoe Bend S,B11-001647,2011-07-02 11:05:00,1113,BREAKING AND ENTERING A VEHICLE,1,I
13840,8000 Block of Madison Blvd,B11-001648,2011-07-02 13:55:00,1113,HARASSMENT,1,I
13841,7000 Block of Hwy 72 Madison,B11-001650,2011-07-02 17:00:00,1113,COLLISION WITH UNATTENDED VEHICLE,1,II
13842,7000 Block of Madison Blvd,B11-001651,2011-07-02 22:00:00,1113,RECEIVING STOLEN PROPERTY-3RD,1,III
13843,100 Block of Kensington Dr,B11-001653,2011-07-03 08:04:00,1113,THEFT 3RD DEGREE,2,I
13844,100 Block of Kensington Dr,B11-001653,2011-07-03 08:04:00,1113,CRIMINAL TRESPASS,2,I
13845,100 Block of Michli Rd,B11-001654,2011-07-03 11:15:00,1113,BREAKING AND ENTERING A VEHICLE,1,I
13846,500 Block of Brenda Dr,B11-001656,2011-07-03 12:50:00,1113,BREAKING AND ENTERING A VEHICLE,1,I
13847,"City Of Madison, 8324 Old Madison Pike",B11-001657,2011-07-03 14:27:00,1113,EMITTING MONEY,1,II
13848,300 Block of Gillespie Rd,B11-001658,2011-07-03 17:25:00,1113,HARASSMENT,1,II
13849,"City Of Madison, 8781 Madison Blvd",B09-002031,2009-08-30 11:30:00,354,IMPERSONATING PEACE OFFICER,1,I
13850,8000 Block of Madison Blvd,B09-002033,2009-08-30 14:30:00,354,THEFT  3RD  DEGREE,1,II
13851,100 Block of Village Ln,B09-002034,2009-08-30 15:00:00,354,BURGLARY-1ST,1,II
13852,"State Of Alabama, 4013 Sullivan St",B09-002035,2009-08-30 17:00:00,354,OBSTRUCTING JUSTICE-FALSE IDENTITY,1,II
13853,100 Block of Equestrian Ln,B09-002038,2009-08-30 17:35:00,354,DOMESTIC VIOLENCE 3RD,1,II
13854,8000 Block of Old Madison Pike,B09-002039,2009-08-30 21:33:00,354,HARASSMENT,1,II
13855,"Holiday Inn, 9035 Madison Blvd",B09-002040,2009-08-31 08:00:00,354,BURGLARY-3RD,2,I
13856,"Holiday Inn, 9035 Madison Blvd",B09-002040,2009-08-31 08:00:00,354,THEFT 3RD DEGREE,2,I
13857,10000 Block of Co Line Road,B09-002041,2009-08-31 09:45:00,354,THEFT OF LOST PROPERTY-2ND,1,I
13858,"The Lexingtons At Madison, 101 Royal Dr",B09-002042,2009-08-31 09:45:00,354,THEFT OF SERVICES-3,1,I
13859,"Mcdonalds, 8005 Highway 72 W",B09-002043,2009-08-31 11:15:00,354,CRIMINAL MISCHIEF-3RD,1,I
13860,100 Block of Manitoba Blvd,B09-002044,2009-08-31 12:35:00,354,THEFT 3RD DEGREE,1,I
13861,"Beauty Market, 8000 Madison Blvd",B09-002045,2009-08-31 13:01:00,354,THEFT 2ND  DEGREE,1,I
13862,"Beauty Market, 8000 Madison Blvd",B09-002046,2009-08-31 13:15:00,354,THEFT 2ND  DEGREE,1,I
13863,"City Of Madison Water Dept, Uptowne Dr",B09-002048,2009-08-31 15:40:00,354,CRIMINAL MISCHIEF-3RD,1,II
13864,300 Block of Hughes Rd,B09-002049,2009-09-01 12:25:00,354,BREAKING AND ENTERING A VEHICLE,2,I
13865,300 Block of Hughes Rd,B09-002049,2009-09-01 12:25:00,354,THEFT 3RD DEGREE,2,I
13866,"Walmart Super Center #2690, 8650 Madison Blvd",B09-002053,2009-09-02 09:12:00,354,THEFT 2ND DEGREE,1,I
13867,600 Block of Hughes Rd,B09-002054,2009-09-02 14:18:00,354,HARASSING COMMUNICATIONS,1,II
13868,100 Block of Hughes Rd,B09-002056,2009-09-02 17:03:00,354,DUTY TO STOP AND REMAIN AT SCENE,1,II
13869,300 Block of Big Oak Ln,B09-002057,2009-09-02 18:25:00,354,HARASSING COMMUNICATIONS,1,II
13870,8000 Block of Madison Blvd,B09-002061,2009-09-03 07:25:00,354,DOMESTIC VIOLENCE 3RD,1,I
13871,"State Of Alabama, 7917 Highway 72 W",B09-002062,2009-09-03 09:22:00,354,FUGITIVE FROM JUSTICE,1,I
13872,100 Block of Moss Wood Ct,B09-002063,2009-09-03 09:21:00,354,HARASSING COMMUNICATIONS,1,I
13873,3000 Block of Sullivan St,B09-002064,2009-09-03 10:45:00,354,THEFT 3RD DEGREE,1,I
13874,300 Block of Greenstone Dr,B09-002065,2009-09-03 11:25:00,354,HARASSMENT,1,I
13875,100 Block of Choctaw Tr,B09-002067,2009-09-03 14:23:00,354,HOME REPAIR FRAUD,1,II
13876,100 Block of Royal Dr,B09-002068,2009-09-04 11:40:00,354,IDENTITY THEFT 1ST DEGREE,1,I
13877,4000 Block of Wall Triana Hwy,B09-002071,2009-09-04 16:31:00,354,CRIMINAL MISCHIEF-3RD,1,II
13878,"Shell Food Mart 7, 8002 Highway 72 W",B09-002074,2009-09-05 12:50:00,354,THEFT 3RD DEGREE,1,I
13879,"O`Reilly Auto Parts, 5941 Wall Triana Hwy",B09-002075,2009-09-05 16:35:00,354,THEFT 3RD DEGREE,1,II
13880,300 Block of Gillespie Rd,B12-003745,2012-12-29 12:14:00,1692,ROBBERY-3RD-RESIDENCE-STRONG ARM,2,I
13881,300 Block of Gillespie Rd,B12-003745,2012-12-29 12:14:00,1692,DV 3RD-HARASSMENT-FAMILY,2,I
13882,100 Block of Brass Oak Drive,B12-003750,2012-12-29 18:02:00,1692,THEFT 3RD DEGREE,1,II
13883,"City Of Madison, 417 Barrington Hills Dr",B12-003752,2012-12-29 23:50:00,1692,DISORDERLY CONDUCT,2,III
13884,"City Of Madison, 417 Barrington Hills Dr",B12-003752,2012-12-29 23:50:00,1692,OBSTRUCTING GOVERNMENTAL OPERATIONS,2,III
13885,100 Block of Leathertree Ln,B12-003753,2012-12-30 01:30:00,1692,BURGLARY-3RD,2,III
13886,100 Block of Leathertree Ln,B12-003753,2012-12-30 01:30:00,1692,CRIMINAL MISCHIEF-3RD,2,III
13887,"City Of Madison, 214 Barrington Hills Dr Madison",B12-003754,2012-12-29 22:31:00,1692,RESISTING ARREST,1,III
13888,400 Block of Barrington Hills Dr,B12-003756,2012-12-29 22:31:00,1692,DV 3RD-HARASSMENT-FAMILY,1,III
13889,7000 Block of Madison Blvd,B12-003757,2012-12-30 05:59:00,1692,SIMPLE ASSAULT,1,III
13890,8000 Block of Madison Blvd,B12-003758,2012-12-30 12:14:00,1692,DV 3RD-SIMPLE ASSAULT-FAMILY,1,I
13891,8000 Block of Madison Blvd,B12-003759,2012-12-30 11:59:00,1692,HARASSMENT,1,I
13892,100 Block of Westscott Dr,B12-003760,2012-12-30 21:38:00,1692,DV 3RD-HARASSMENT-FAMILY,1,II
13893,300 Block of Gillespie Rd,B12-003761,2012-12-30 22:54:00,1692,DV 3RD-HARASSMENT-FAMILY,1,III
13894,100 Block of Bridletrace Ln,B12-003767,2012-12-31 11:38:00,1692,DEATH INVESTIGATION,1,I
13895,100 Block of Golden Ash Ct,B12-003768,2012-12-31 13:00:00,1692,IDENTITY THEFT,1,I
13896,"Walmart Super Center #2690, 8650 Madison Blvd",B12-003769,2012-12-31 13:45:00,1692,THEFT 3RD DEGREE,1,I
13897,4000 Block of Sullivan St,B12-003771,2012-12-31 15:28:00,1692,CRIMINAL MISCHIEF-3RD,1,II
13898,7000 Block of Old Madison Pike,B12-003773,2012-12-31 22:30:00,1692,DV 3RD-HARASSMENT-FAMILY,1,III
13899,8000 Block of Madison Blvd,B12-003774,2012-12-31 22:44:00,1692,UNAUTHORIZED USE OF AUTO,1,III
13900,900 Block of Hughes Rd,B13-000001,2013-01-01 00:30:00,1692,THEFT 3RD DEGREE,1,III
13901,300 Block of Hughes Rd,B13-000002,2013-01-01 02:55:00,1692,SIMPLE ASSAULT,1,III
13902,300 Block of Hughes Rd,B13-000003,2013-01-01 02:55:00,1692,HARASSMENT,1,III
13903,"State Of Alabama, 8470 Highway 72 W Madison",B13-000004,2013-01-01 05:06:00,1692,VERIFICATION OF CITIZENSHIP IMMIGRATION,1,III
13904,8000 Block of Madison Blvd,B13-000005,2013-01-01 05:37:00,1692,HARASSMENT,1,III
13905,"Downtown Rescue Mission, 8006 Old Madison Pike",B13-000006,2013-01-01 09:00:00,1692,CRIMINAL MISCHIEF-3RD,1,I
13906,100 Block of Lake Shore Dr,B13-000007,2013-01-01 12:15:00,1692,THEFT 3RD DEGREE,1,I
13907,100 Block of Ervington Pl,B13-000008,2013-01-01 12:30:00,1692,HARASSING COMMUNICATIONS,1,I
13908,8000 Block of Madison Blvd,B13-000009,2013-01-01 13:40:00,1692,HARASSMENT,1,I
13909,200 Block of Jackies Ter,B13-000010,2013-01-01 16:12:00,1692,CRIMINAL MISCHIEF-3RD,1,II
13910,100 Block of Shelton Rd,B13-000011,2013-01-01 20:35:00,1692,DOMESTIC VIOLENCE BY STRANGULATION OR SUFFOCATION ASSLT,2,II
13911,100 Block of Shelton Rd,B13-000011,2013-01-01 20:35:00,1692,DOMESTIC VIOLENCE 3RD,2,II
13912,7000 Block of Highway 72 W,B13-000013,2013-01-02 01:50:00,1692,DISORDERLY CONDUCT,1,III
13913,100 Block of Village Ln,B13-000014,2013-01-02 02:35:00,1692,THEFT 3RD DEGREE,2,III
13914,100 Block of Village Ln,B13-000014,2013-01-02 02:35:00,1692,BURGLARY-3RD,2,III
13915,"Ras Inc, 9310 Madison Blvd",B13-000017,2013-01-02 08:11:00,1692,THEFT 1ST DEGREE,1,I
13916,"Libby`S Catfish And Diner, 234 Lime Quarry Rd",B13-000018,2013-01-02 07:30:00,1692,CRIMINAL MISCHIEF-3RD,1,I
13917,100 Block of W Dublin Dr,B13-000019,2013-01-02 09:24:00,1692,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
13918,100 Block of W Dublin Dr,B13-000019,2013-01-02 09:24:00,1692,THEFT 3RD DEGREE,2,I
