id,case_no,time,shift,date,location,type
255,B11-001040,9:00am,I,April28,2011, 100 Block of Victoria Dr, UNLAWFUL BREAKING AND ENTERING A VEHICLE
256,B11-001044,1:44am,III,April29,2011, 300 Block of Pine Ridge Cir, DOMESTIC VIOLENCE 3RD
257,B11-001045,5:30pm,II,April28,2011, area of I565, AUTO THEFT-1ST DEGREE
258,B11-001047,3:58pm,II,April29,2011, 100 Block of Boston Harbour Way, BREAKING AND ENTERING A VEHICLE
259,B11-001047,3:58pm,II,II, 100 Block of Boston Harbour Way, THEFT 2ND DEGREE
260,B11-001048,5:18pm,II,April29,2011, Hardees, 8827 Madison Blvd, CRIMINAL MISCHIEF-2ND
261,B11-001049,5:04pm,II,April29,2011, 200 Block of Kyser Blvd, BURGLARY-1ST
262,B11-001051,7:00pm,II,April29,2011, Paradigm Investment Group, 8827 Madison Blvd, BURGLARY-3RD
263,B11-001052,10:30pm,III,April29,2011, 100 Block of Brass Oak Dr, DOMESTIC VIOLENCE 3RD
264,B11-001053,12:15pm,I,April30,2011, 100 Block of Shelton Rd, THEFT 2ND DEGREE
265,B11-001054,3:30pm,II,April30,2011, 600 Block of Hughes Rd, AGGRAVATED ASSAULT 2ND NON FAMILY OTHER WEAPON
266,B11-001055,3:30pm,II,April30,2011, 600 Block of Hughes Rd, AGGRAVATED ASSAULT 2ND NON FAMILY OTHER WEAPON
267,B11-001057,5:50pm,II,April30,2011, 300 Block of Shelton Rd, HARASSMENT
268,B11-001059,10:36pm,III,April30,2011, 200 Block of Water Hill Rd, MENACING
269,B11-001060,11:45pm,III,April30,2011, 200 Block of Water Hill Rd, MENACING
270,B11-001061,8:00am,I,May01,2011, 100 Block of Reserve Way, BREAKING AND ENTERING A VEHICLE
271,B11-001062,8:24am,I,May01,2011, 3000 Block of Flag Cir,   BURGLARY-3RD
272,B11-001062,8:24am,I,I, 3000 Block of Flag Cir,   BURGLARY-3RD
273,B11-001062,8:24am,I,I, 3000 Block of Flag Cir,   THEFT 2ND DEGREE
274,B11-001062,8:24am,I,I, 3000 Block of Flag Cir,   THEFT 2ND DEGREE
275,B11-001063,1:48pm,I,May01,2011, 100 Block of Champions Green Ln, DOMESTIC VIOLENCE 3RD
276,B11-001065,8:57pm,II,May01,2011, 100 Block of Shelton Rd, DOMESTIC VIOLENCE 3RD
277,B11-001068,9:10pm,II,May01,2011, 100 Block of Silo Hill Rd, CRIMINAL TRESPASS 3RD
278,B11-001069,2:00am,III,May02,2011, 7000 Block of Old Madison Pike,   BURGLARY-3RD
279,B11-001069,2:00am,III,III, 7000 Block of Old Madison Pike,   BURGLARY-3RD
280,B11-001069,2:00am,III,III, 7000 Block of Old Madison Pike,   BURGLARY-3RD
281,B11-001069,2:00am,III,III, 7000 Block of Old Madison Pike,   THEFT 3RD DEGREE
282,B11-001069,2:00am,III,III, 7000 Block of Old Madison Pike,   THEFT 3RD DEGREE
283,B11-001069,2:00am,III,III, 7000 Block of Old Madison Pike,   THEFT 3RD DEGREE
284,B11-001070,3:15am,III,May02,2011, State Of Alabama, 8857 Madison Blvd, FUGITIVE FROM JUSTICE
285,B11-001073,10:51am,I,May02,2011, 100 Block of Michli Rd, ATTEMPTED BURGLARY-3RD-FORCE-RESIDENCE
286,B11-001075,2:47pm,II,May02,2011, 400 Block of Marion Dr, DOMESTIC VIOLENCE 3RD
287,B11-001076,2:47pm,II,May02,2011, 400 Block of Marion Dr, THEFT 3RD DEGREE
288,B11-001078,6:20pm,II,May02,2011, 1000 Block of Cardinal Av, THEFT 2ND DEGREE
289,B11-001081,11:20pm,III,May02,2011, 100 Block of Royal Dr, DOMESTIC VIOLENCE 3RD
290,B11-001083,12:55pm,I,May03,2011, 600 Block of Continental Dr, ILLEGAL POSS/USE CREDIT CARD
291,B11-001085,5:37pm,II,May03,2011, 100 Block of Tom Thrasher Ln, THEFT 2ND DEGREE
292,B11-001090,9:00pm,II,May03,2011, 100 Block of Westscott Dr Madison, DOMESTIC VIOLENCE 3RD
293,B11-001092,10:00am,I,May04,2011, 100 Block of Water Oak Dr, BURGLARY-3RD
294,B11-001092,10:00am,I,I, 100 Block of Water Oak Dr, THEFT 2ND DEGREE
295,B11-001094,11:30am,I,May04,2011, Asbury Thrift Store, 8006 Old Madison Pike, THEFT 3RD DEGREE
296,B11-001095,12:31pm,I,May04,2011, 200 Block of Crownridge Dr, BURGLARY-3RD
297,B11-001095,12:31pm,I,I, 200 Block of Crownridge Dr, THEFT 3RD DEGREE
298,B11-001096,9:30am,I,May04,2011, 100 Block of Bibb Dr, DOMESTIC VIOLENCE 3RD
299,B11-001097,3:43pm,II,May04,2011, 100 Block of Bay Pointe Ln, CRIMINAL MISCHIEF-2ND
300,B11-001099,6:00pm,II,May04,2011, State Of Alabama, 1329 Browns Ferry Rd, ESCAPE 3RD
301,B11-001102,6:30am,I,May05,2011, Sega Amusement Works Llc, 8650 Madison Blvd, CRIMINAL MISCHIEF-3RD
302,B11-001103,4:50pm,II,May04,2011, 3000 Block of Flag Circle Madison, BURGLARY-3RD
303,B11-001103,4:50pm,II,II, 3000 Block of Flag Circle Madison, THEFT 2ND DEGREE
304,B11-001104,3:30pm,II,May05,2011, Clem Tire Co, 7907 Highway 72 W, THEFT OF SERVICES-3
305,B11-001104,3:30pm,II,II, Clem Tire Co, 7907 Highway 72 W, THEFT 3RD DEGREE
306,B11-001105,9:23pm,II,May05,2011, 7000 Block of Highway 72 W, HARASSMENT
307,B11-001106,12:34am,III,May06,2011, 1000 Block of Browns Ferry Rd, HARASSMENT
308,B11-001108,12:18pm,I,May06,2011, 100 Block of Summer Wind Cir, ILLEGAL POSS/USE CREDIT CARD
309,B11-001109,1:13pm,I,May06,2011, 100 Block of Telluride Cir, HARASSING COMMUNICATIONS
310,B11-001117,1:18pm,I,May07,2011, Sunset Tanz, 401 Hughes Rd, BURGLARY-3RD
311,B11-001118,3:00pm,II,May07,2011, Publix Store 1185, 12070 County Line Rd, THEFT 3RD DEGREE
312,B11-001120,6:05pm,II,May07,2011, 200 Block of Waters Edge Lane Madison, DOMESTIC VIOLENCE 3RD
313,B11-001123,12:25pm,I,May08,2011, 8000 Block of Old Madison Pike Madison, HARASSMENT
314,B11-001124,3:34pm,II,May08,2011, 100 Block of Dawn Dr, INDECENT EXPOSURE
315,B11-001125,9:48am,I,May09,2011, Huntsville Utilities, 10685 County Line Rd, BURGLARY-3RD
316,B11-001125,9:48am,I,I, Huntsville Utilities, 10685 County Line Rd, THEFT 1ST DEGREE
317,B11-001126,9:48am,I,May09,2011, 10000 Block of County Line Rd, THEFT 3RD DEGREE
318,B11-001127,9:48am,I,May09,2011, 10000 Block of County Line Rd, THEFT 2ND DEGREE
319,B11-001128,1:48pm,I,May09,2011, 300 Block of Waters Edge Ln, ROBBERY-3RD-RESIDENCE-STRONG ARM
320,B11-001129,2:40pm,II,May09,2011, 700 Block of Hughes Rd, BREAKING AND ENTERING A VEHICLE
321,B11-001130,8:05pm,II,May08,2011, 100 Block of Wallace Cir, ANIMAL RUNNING AT LARGE
322,B11-001131,3:53pm,II,May09,2011, 4000 Block of Wall Triana Hwy, DOMESTIC VIOLENCE 3RD
323,B11-001132,5:05pm,II,May09,2011, 100 Block of Stone Meadow Ln, CRIMINAL MISCHIEF-3RD
324,B11-001133,4:45pm,II,May09,2011, 100 Block of Leathertree Ln, BURGLARY-3RD
325,B11-001133,4:45pm,II,II, 100 Block of Leathertree Ln, THEFT 2ND DEGREE
326,B11-001134,7:30pm,II,May09,2011, 200 Block of Kyser Blvd Madison, COLLISION WITH UNATTENDED VEHICLE
327,B11-001137,12:15pm,I,May10,2011, 7000 Block of Wall Triana Hwy Madison, ILLEGAL POSS/USE CREDIT CARD
328,B11-001138,2:18pm,II,May10,2011, Valu Place Inn, 120 Brazelton Cir, CRIMINAL MISCHIEF-2ND
329,B11-001139,5:55pm,II,May10,2011, 8000 Block of Madison Blvd, BREAKING AND ENTERING A VEHICLE
330,B11-001139,5:55pm,II,II, 8000 Block of Madison Blvd, RECKLESS ENDANGERMENT
331,B11-001142,10:29pm,III,May10,2011, 600 Block of Hughes Rd Madison, THEFT 3RD DEGREE
332,B11-001144,9:38am,I,May11,2011, 100 Block of Westover Cir Madison, HARASSMENT
333,B11-001146,1:20pm,I,May11,2011, State Of Alabama, Celtic Dr / Madison Blvd, TAMPERING WITH PHYSICAL EVIDENCE
334,B11-001147,3:44pm,II,May11,2011, My Old San Juan, 8760 Madison Blvd, THEFT 3RD DEGREE
335,B11-001147,3:44pm,II,II, My Old San Juan, 8760 Madison Blvd, BURGLARY-3RD
336,B11-001150,4:35pm,II,May11,2011, 100 Block of Brass Oak Dr, DOMESTIC VIOLENCE 3RD
337,B11-001151,8:21pm,II,May11,2011, 100 Block of Royal Dr, DOMESTIC VIOLENCE 3RD
338,B11-001152,10:00pm,III,May11,2011, 8000 Block of Madison Blvd, BREAKING AND ENTERING A VEHICLE
339,B11-001153,10:31pm,III,May11,2011, 300 Block of Hughes Rd, BREAKING AND ENTERING A VEHICLE
340,B11-001154,8:40am,I,May12,2011, 300 Block of Gillespie Rd Madison, BREAKING AND ENTERING A VEHICLE
341,B11-001156,9:15am,I,May12,2011, 600 Block of Hughes Rd, THEFT 3RD DEGREE
342,B11-001157,11:00am,I,May12,2011, 8000 Block of Madison Blvd Madison, ILLEGAL POSS/USE CREDIT CARD
343,B11-001158,11:00am,I,May12,2011, 100 Block of Jodi Dr Madison, DOMESTIC VIOLENCE 3RD
344,B11-001159,12:45pm,I,May12,2011, 100 Block of Skate Park Dr, THEFT 2ND DEGREE
345,B11-001161,5:36pm,II,May12,2011, 7000 Block of Hwy 72 Madison, DUTY UPON STRIKING UNATTENDED VEHICLE
346,B11-001162,8:10pm,II,May12,2011, 100 Block of Shelton Rd, BURGLARY-3RD
347,B11-001162,8:10pm,II,II, 100 Block of Shelton Rd, THEFT 2ND DEGREE
348,B11-001165,11:53pm,III,May12,2011, 100 Block of Portal Ln, HARASSMENT
349,B11-001166,2:40am,III,May13,2011, 8000 Block of Madison Blvd, MENACING
350,B11-001167,4:38am,III,May13,2011, Madison Water And Wastewater Board, 500 Lime Quarry Rd, CRIMINAL TRESPASS
351,B11-001168,12:00pm,I,May13,2011, 100 Block of Bay Pointe Ln, HARASSING COMMUNICATIONS
352,B11-001179,10:55pm,III,May13,2011, 2000 Block of Colonial Lake Dr Madison, CHILD ABUSE
353,B11-001191,12:30am,III,May15,2011, 800 Block of Eastview Dr Madison, DUTY TO GIVE INFORMATION TO RENDER AID
354,B11-001193,11:07am,I,May15,2011, 600 Block of Eastview Dr, AUTO THEFT-1ST DEGREE
355,B11-001194,11:40am,I,May15,2011, 100 Block of Appleton Ln, DOMESTIC VIOLENCE 3RD
356,B11-001197,8:17pm,II,May15,2011, City Of Madison, W I565 / Wall Triana Hwy, ATTEMPTING TO FLEE OR ELUDE POLICE OFFICER
357,B11-001199,7:28am,I,May16,2011, Fyffe Construction, 8956 Madison Blvd, BURGLARY-3RD
358,B11-001199,7:28am,I,I, Fyffe Construction, 8956 Madison Blvd, THEFT 2ND DEGREE
359,B11-001200,10:38am,I,May16,2011, 100 Block of Pebble Brook Cir, IDENTITY THEFT
360,B11-001201,3:00pm,II,May16,2011, 100 Block of Tweed Dr Madison, HARASSING COMMUNICATIONS
361,B11-001204,10:11pm,III,May16,2011, 2000 Block of Flagstone Dr, DOMESTIC VIOLENCE 3RD
362,B11-001205,12:36am,III,May17,2011, 7000 Block of Highway 72 W, BREAKING AND ENTERING A VEHICLE
363,B11-001206,7:00am,I,May17,2011, Tennesse Valley Authority, 8995 Madison Blvd, BREAKING AND ENTERING A VEHICLE
364,B11-001207,7:20am,I,May17,2011, 100 Block of Oak Shade Dr, AUTO THEFT-1ST DEGREE
365,B11-001208,12:33pm,I,May17,2011, 300 Block of Church St, CRIMINAL MISCHIEF-3RD
366,B11-001210,2:20pm,II,May17,2011, 100 Block of Royal Dr Madison, HARASSING COMMUNICATIONS
367,B11-001212,3:47pm,II,May17,2011, 100 Block of Michael Av, BURGLARY-3RD
368,B11-001212,3:47pm,II,II, 100 Block of Michael Av, THEFT 2ND DEGREE
369,B11-001214,3:42pm,II,May17,2011, 200 Block of Pointe Verde Cir Madison, HARASSING COMMUNICATIONS
370,B11-001215,4:40pm,II,May17,2011, 100 Block of Jackies Ter, HARASSING COMMUNICATIONS
371,B11-001217,8:38pm,II,May17,2011, 5000 Block of Wall Triana Hwy Madison, DOMESTIC VIOLENCE 3RD
372,B11-001218,9:00pm,II,May17,2011, 8000 Block of Madison Blvd, BURGLARY-3RD
373,B11-001218,9:00pm,II,II, 8000 Block of Madison Blvd, THEFT 2ND DEGREE
374,B11-001220,10:43pm,III,May17,2011, 100 Block of Morningside Dr, AUTO THEFT-1ST DEGREE
375,B11-001221,2:25pm,II,May18,2011, 100 Block of Lea Wood Ct Madison, THEFT 2ND DEGREE
376,B11-001222,7:05pm,II,May18,2011, 7000 Block of Highway 72 W, DOMESTIC VIOLENCE 3RD
377,B11-001222,7:05pm,II,II, 7000 Block of Highway 72 W, RECKLESS ENDANGERMENT
378,B11-001223,3:00pm,II,May17,2011, area of Hughes Rd Madison / Old Madison Pike, DUTY TO GIVE INFORMATION TO RENDER AID
379,B11-001228,10:15am,I,May19,2011, 300 Block of Waters Edge Ln, THEFT 2ND DEGREE
380,B11-001229,10:38am,I,May19,2011, Timberline Apartments, 4998 Wall Triana Hwy, CRIMINAL MISCHIEF-2ND
381,B11-001229,10:38am,I,I, Timberline Apartments, 4998 Wall Triana Hwy, THEFT 3RD DEGREE
382,B11-001230,3:00pm,II,May19,2011, 8000 Block of Madison Blvd, THEFT 2ND DEGREE
383,B11-001232,4:10pm,II,May19,2011, Days Inn, 102 Arlington Dr, THEFT OF SERVICES-3
384,B11-001235,9:06pm,II,May19,2011, 100 Block of Shelton Rd, HARASSMENT
385,B11-001236,10:10pm,III,May19,2011, area of Mill Rd / Sullivan St, MENACING
386,B11-001238,9:18am,I,May20,2011, 100 Block of Royal Dr Madison, CRIMINAL MISCHIEF-3RD
387,B11-001258,1:31pm,I,May22,2011, 400 Block of Marion Dr, CRIMINAL MISCHIEF-3RD
388,B11-001259,3:14pm,II,May22,2011, 8000 Block of Madison Blvd, DOMESTIC VIOLENCE 3RD
389,B11-001259,3:14pm,II,II, 8000 Block of Madison Blvd, CRIMINAL MISCHIEF-3RD
390,B11-001260,3:10pm,II,May22,2011, 8000 Block of Madison Blvd Madison, THEFT OF LOST PROPERTY-3RD
391,B11-001261,8:02pm,II,May22,2011, Dollar General, 7950 Highway 72 W, THEFT 3RD DEGREE
392,B11-001262,11:05pm,III,May22,2011, 200 Block of Mainsail Way, BURGLARY-2ND
393,B11-001262,11:05pm,III,III, 200 Block of Mainsail Way, THEFT 3RD DEGREE
394,B11-001263,11:30pm,III,May22,2011, 100 Block of Royal Dr, DOMESTIC VIOLENCE 3RD
395,B11-001264,3:45am,III,May23,2011, 500 Block of Willard St, BREAKING AND ENTERING A VEHICLE
396,B11-001265,9:40am,I,May23,2011, 100 Block of Tidewater Dr, CRIMINAL MISCHIEF-3RD
397,B11-001266,11:30am,I,May23,2011, F.L. Crane & Sons, 116 Jetplex Cir, THEFT 1ST DEGREE
398,B11-001266,11:30am,I,I, F.L. Crane & Sons, 116 Jetplex Cir, POSS. FORGED INSTRUMENT 2ND
399,B11-001268,9:00am,I,May23,2011, 600 Block of Hughes Rd, THEFT 3RD DEGREE
400,B11-001270,5:10pm,II,May23,2011, area of Dead End Walton Dr / Marion Dr Madison, ROBBERY-1ST
401,B11-001271,7:21pm,II,May23,2011, 100 Block of Continental Dr, BREAKING AND ENTERING A VEHICLE
402,B11-001272,9:19pm,II,May23,2011, 4000 Block of Wall Triana Hwy, DOMESTIC VIOLENCE 2ND
403,B11-001272,9:19pm,II,II, 4000 Block of Wall Triana Hwy, CRIMINAL MISCHIEF-3RD
404,B11-001274,2:52am,III,May24,2011, 900 Block of Miller Blvd, CRIMINAL TRESPASS
405,B11-001275,11:26am,I,May24,2011, Madison Rv Center, 9311 Madison Blvd, THEFT OF SERVICES-2
406,B11-001276,1:55pm,I,May24,2011, 100 Block of Abby Ln, DOMESTIC VIOLENCE 3RD
407,B11-001277,4:00pm,II,May24,2011, City Of Madison, 110 Stoneway Tr, CRUELTY TO ANIMALS
408,B11-001278,3:30pm,II,May24,2011, 9000 Block of Madison Blvd, ILLEGAL POSS/USE CREDIT CARD
409,B11-001279,4:52pm,II,May24,2011, 400 Block of Gooch Ln, THEFT 1ST DEGREE
410,B11-001281,8:59pm,II,May24,2011, 100 Block of Lyons Ct Madison, HARASSMENT
411,B11-001283,1:00am,III,May24,2011, City Of Madison, 109 Thornberry Ln Madison, DISCHARGING FIREARM IN CITY LIMITS
412,B11-001284,1:15am,III,May25,2011, area of Browns Ferry Rd @ Balch Rd Madison, UNAUTHORIZED USE OF AUTO
413,B11-001285,1:55am,III,May25,2011, 300 Block of Shelton Rd, DUTY UPON STRIKING A FIXED OBJECT
414,B11-001286,1:00pm,I,May23,2011, 100 Block of Oakhurst Dr, THEFT OF LOST PROPERTY-3RD
415,B11-001287,9:09am,I,May25,2011, 3000 Block of Wall Triana Hwy, DOMESTIC VIOLENCE 3RD
416,B11-001288,9:18am,I,May25,2011, 200 Block of Kyser Blvd Madison, DOMESTIC VIOLENCE 3RD
417,B11-001289,10:30am,I,May25,2011, 7000 Block of Madison Blvd, ILLEGAL POSS/USE CREDIT CARD
418,B11-001290,10:34am,I,May25,2011, 100 Block of Ox Bow Ct, DEATH INVESTIGATION
419,B11-001293,1:35pm,I,May25,2011, 200 Block of Gillespie Rd Madison, BURGLARY-3RD
420,B11-001294,1:20pm,I,May25,2011, 1000 Block of Cardinal Ave, IDENTITY THEFT
421,B11-001295,4:00pm,II,May25,2011, City Of Madison, 100 Hughes Rd, DISORDERLY CONDUCT
422,B11-001296,4:00pm,II,May25,2011, 100 Block of Hughes Rd, SIMPLE ASSAULT-POLICE OFFICER
423,B11-001299,9:40am,I,May26,2011, 200 Block of Harold Dr, DOMESTIC VIOLENCE 3RD
424,B11-001300,10:00am,I,May26,2011, 7000 Block of Old Madison Pike Madison, ILLEGAL POSS/USE CREDIT CARD
425,B11-001302,12:15pm,I,May26,2011, 200 Block of Gemini Dr Madison, HARASSING COMMUNICATIONS
426,B11-001306,4:55pm,II,May26,2011, 100 Block of Hughes Rd, THEFT BY DECEPTION
427,B11-001308,8:45pm,II,May26,2011, 8000 Block of Old Madison Pike, HARASSING COMMUNICATIONS
428,B11-001309,11:00pm,III,May26,2011, 100 Block of Angela Dr, THEFT 3RD DEGREE
429,B11-001310,11:49pm,III,May26,2011, 8000 Block of Madison Blvd, DOMESTIC VIOLENCE 3RD
430,B11-001312,1:30am,III,May27,2011, City Of Madison, Village Ln / Wall Triana Hwy, LIQUOR-(MINOR IN POSSESSION)
431,B11-001316,5:40pm,II,May27,2011, 100 Block of Liberty Dr, HARASSING COMMUNICATIONS
432,B11-001317,6:45pm,II,May27,2011, 800 Block of Crestview Dr, UNAUTHORIZED USE OF AUTO
433,B11-001319,8:20pm,II,May27,2011, 100 Block of Mill Walk Ct, THEFT 3RD DEGREE
434,B11-001320,8:35pm,II,May27,2011, 8000 Block of Madison Blvd, HARASSMENT
435,B11-001321,8:10pm,II,May27,2011, 7000 Block of Hwy 72 Madison, THEFT 1ST DEGREE
436,B11-001325,10:51am,I,May28,2011, 100 Block of Shelton Rd Madison, AUTO THEFT-1ST DEGREE
437,B11-001331,6:20pm,II,May28,2011, 200 Block of Pine Ridge Circle Madison, THEFT 3RD DEGREE
438,B11-001335,5:25pm,II,May29,2011, 8000 Block of Madison Blvd, THEFT 2ND DEGREE
439,B11-001336,5:50pm,II,May29,2011, Dollar General Store, 7950 Highway 72 W, THEFT 3RD DEGREE
440,B11-001338,8:52pm,II,May29,2011, City Of Madison, Clift Dr / Sharp Blvd, MINOR OBTAINING ALCOHOLIC BEVERAGE (UNDER 21)
441,B11-001346,4:21pm,II,May30,2011, Hunter Chase Apartments, 340 Gillespie Rd, CRIMINAL TRESPASS
442,B11-001347,9:44pm,II,May30,2011, 1000 Block of Abby Ln, THEFT 3RD DEGREE
443,B11-001348,10:28pm,III,May30,2011, 100 Block of Long Bow Dr, THEFT 3RD DEGREE
444,B11-001349,10:30am,I,May31,2011, Dollar General, 7950 Highway 72 W Madison, THEFT 3RD DEGREE
445,B11-001350,12:00pm,I,May31,2011, 100 Block of Mickelo Ln, HARASSING COMMUNICATIONS
446,B11-001352,1:50pm,I,May31,2011, 8000 Block of Highway 72 W, BREAKING AND ENTERING A VEHICLE
447,B11-001354,8:40pm,II,May31,2011, 100 Block of Garner St Madison, THEFT 3RD DEGREE
448,B11-001355,9:50am,I,June01,2011, 100 Block of Corrine Dr, CRIMINAL MISCHIEF-3RD
449,B11-001356,10:20am,I,June01,2011, 100 Block of Thomas Dr, THEFT 2ND DEGREE
450,B11-001356,10:20am,I,I, 100 Block of Thomas Dr, CRIMINAL TRESPASS
451,B11-001357,3:09pm,II,June01,2011, 100 Block of Shelton Rd, CRIMINAL TRESPASS
452,B11-001357,3:09pm,II,II, 100 Block of Shelton Rd, HARASSMENT
453,B11-001358,2:12am,III,June02,2011, 100 Block of Royal Dr Madison, HARASSING COMMUNICATIONS
454,B11-001359,5:40am,III,June02,2011, 100 Block of Long Bow Dr, CRIMINAL MISCHIEF-3RD
455,B11-001360,6:35am,I,June02,2011, 100 Block of Garner St, BURGLARY-2ND
456,B11-001360,6:35am,I,I, 100 Block of Garner St, THEFT 2ND DEGREE
457,B11-001361,9:18am,I,June02,2011, Madison Public Works, 117 Royal Dr, UTILITY DIVERSION, TAMPERING, ETC
458,B11-001364,7:00pm,II,June02,2011, 200 Block of Continental Dr, DOMESTIC VIOLENCE 3RD
459,B11-001365,6:07pm,II,June02,2011, 3000 Block of Sullivan St, THEFT OF LOST PROPERTY-2ND
460,B11-001366,6:55pm,II,June02,2011, 1000 Block of Angela Dr, THEFT 3RD DEGREE
461,B11-001367,2:00am,III,June03,2011, 100 Block of Melody Ln, DOMESTIC VIOLENCE 3RD
462,B11-001368,9:00am,I,June03,2011, State Of Alabama, 206 Kelsey Lynn Ln, POSSESSION OF PORNOGRAPHY
463,B11-001377,5:45pm,II,June04,2011, State Of Alabama, 1329 Browns Ferry Rd, ESCAPE 2ND
464,B11-001380,2:11pm,II,June05,2011, 100 Block of Hardiman Place Ln, DOMESTIC VIOLENCE 3RD
465,B11-001381,3:35pm,II,June05,2011, 7000 Block of Old Madison Pike, CRIMINAL MISCHIEF-3RD
466,B11-001384,11:15pm,III,June05,2011, 600 Block of Browns Ferry Rd, DOMESTIC VIOLENCE 3RD
467,B11-001385,10:40pm,III,June05,2011, 8000 Block of Madison Blvd, COLLISION WITH UNATTENDED VEHICLE
468,B11-001386,1:30am,III,June06,2011, 900 Block of Browns Ferry Rd, BURGLARY-3RD
469,B11-001386,1:30am,III,III, 900 Block of Browns Ferry Rd, THEFT 2ND DEGREE
470,B11-001387,5:10am,III,June06,2011, 100 Block of Liberty Dr, AGGRAVATED ASSAULT 2ND NON FAMILY GUN
471,B11-001388,9:50am,I,June06,2011, 8000 Block of Madison Blvd, CRIMINAL MISCHIEF-2ND
472,B11-001389,10:30am,I,June06,2011, Casa Blanca, 140 Browns Ferry Rd, BURGLARY-3RD
473,B11-001389,10:30am,I,I, Casa Blanca, 140 Browns Ferry Rd, THEFT 1ST DEGREE
474,B11-001390,11:23am,I,June06,2011, State Of Alabama, 100 Hughes Rd, FUGITIVE FROM JUSTICE
475,B11-001391,12:45pm,I,June06,2011, 100 Block of Sanoma Dr, IDENTITY THEFT
476,B11-001392,1:43pm,I,June06,2011, 200 Block of Big Oak Ln, IDENTITY THEFT
477,B11-001393,2:24pm,II,June06,2011, 100 Block of Champions Green Ln, THEFT 3RD DEGREE
478,B11-001394,2:17pm,II,June06,2011, 7000 Block of Old Madison Pike, BURGLARY-3RD
479,B11-001395,2:46pm,II,June06,2011, 100 Block of Bridgeport Cir, IDENTITY THEFT
480,B11-001396,4:37pm,II,June06,2011, 100 Block of Little Oak, IDENTITY THEFT
481,B11-001397,8:00pm,II,June06,2011, Dollar General # 7037, 7950 Highway 72 W, THEFT 3RD DEGREE
482,B11-001398,11:55am,I,June07,2011, 7000 Block of Old Madison Pike, THEFT 3RD DEGREE
483,B11-001399,12:40pm,I,June07,2011, Big A, 9116 Madison Blvd, THEFT 3RD DEGREE
484,B11-001400,2:09pm,II,June07,2011, Gone Fish`N, 7559 Highway 72 W, CRIMINAL MISCHIEF-1ST
485,B11-001405,11:08pm,III,June07,2011, 200 Block of Water Hill Rd, DOMESTIC VIOLENCE 3RD
486,B11-001406,1:41am,III,June08,2011, 100 Block of Teal Park Ln, HARASSING COMMUNICATIONS
487,B11-001406,1:41am,III,III, 100 Block of Teal Park Ln, CRIMINAL TRESPASS
488,B11-001407,10:08am,I,June08,2011, 100 Block of Angela Dr, CRIMINAL MISCHIEF-3RD
489,B11-001408,11:45am,I,June08,2011, 100 Block of Leabrook Dr, HARASSING COMMUNICATIONS
490,B11-001409,2:35pm,II,June08,2011, Southerland Group, 120 Michael Av, CRIMINAL MISCHIEF-3RD
491,B11-001410,3:42pm,II,June08,2011, 1000 Block of Hughes Rd, THEFT 3RD DEGREE
492,B11-001411,5:05pm,II,June08,2011, 8000 Block of Old Madison Pike, THEFT 3RD DEGREE
493,B11-001412,6:00pm,II,June08,2011, 100 Block of Bayview Cove, HARASSMENT
494,B11-001413,5:44pm,II,June08,2011, 100 Block of Bridletrace Ln, COLLISION WITH UNATTENDED VEHICLE
495,B11-001414,7:00pm,II,June07,2011, Southerland Group, 120 Michael Av, CRIMINAL MISCHIEF-3RD
496,B11-001415,7:35pm,II,June08,2011, 100 Block of Overbrook Dr, THEFT 3RD DEGREE
497,B11-001416,8:30pm,II,June08,2011, Huntsville Utilities, Hughes Rd, DUTY UPON STRIKING A FIXED OBJECT
498,B11-001417,10:38pm,III,June08,2011, 900 Block of Colonial Lake Dr, DOMESTIC VIOLENCE 3RD
499,B11-001420,11:10am,I,June09,2011, Water And Wastewater Board, 8050 Highway 72 W, THEFT 2ND DEGREE
500,B11-001421,12:45pm,I,June09,2011, Uncle Bob`S Self Storage, 8036 Madison Blvd, HARASSING COMMUNICATIONS
501,B11-001422,4:39pm,II,June09,2011, 900 Block of S Interlaken Dr, HARASSMENT
502,B11-001423,5:11pm,II,June09,2011, City Of Madison, 8466 Old Madison Pike, PUBLIC LEWDNESS
503,B11-001426,2:30am,III,June10,2011, 300 Block of Pension Row, HARASSING COMMUNICATIONS
504,B11-001427,6:48am,I,June10,2011, 8000 Block of Old Madison Pike, SIMPLE ASSAULT
